"time","value"
"165",0.127475384896689
"166",-0.874289262817984
"167",0.00536668347622229
"168",-0.0840895643249391
"169",0.241006125737249
"170",0.0822772216009099
"171",0.151865393736927
"172",-0.216731596808015
"173",0.90692595930105
"174",-0.209467930499597
"175",-0.00956165403808087
"176",-0.38242461677624
"177",-0.44818626165848
"178",0.00149155727579026
"179",0.37862310802907
"180",0.138183197344918
"181",0.165302561005687
"182",1.80372681681144
"183",1.14833602487552
"184",1.82706245682149
"185",1.70135441927351
"186",2.95760997837762
"187",3.39454558448526
"188",0.854966316968595
"189",0.189303972609463
"190",-0.257136570409851
"191",-0.751698927601512
"192",-2.37205354047489
"193",-0.82882599758811
"194",-0.225079371241554
"195",0.480872345580541
"196",0.987803391986192
"197",0.0671360277204053
"198",-0.298694956962931
"199",0.747222421980785
"200",2.12029108402208
"201",2.80709190345565
"202",1.73390142936771
"203",2.64208541491149
"204",0.610988857274124
"205",2.12734388159563
"206",2.10021877187217
"207",2.86445843331963
"208",2.53751885317752
"209",1.00348060154904
"210",0.184240699298417
"211",1.09036956320437
"212",0.269840984504414
"213",-1.31798391782364
"214",-0.322076078752012
"215",-0.963753697720951
"216",-0.504685467752313
"217",-0.578756100761551
"218",0.269681315044655
"219",1.37090653588003
"220",0.223842681048125
"221",-1.55852355337239
"222",-0.740301553692037
"223",-0.91413140323251
"224",0.433125122190848
"225",0.452707083316027
"226",0.159576858550724
"227",-0.0618872422715805
"228",0.497069442719606
"229",-0.0984596642199392
"230",0.0294113804485143
"231",-0.193869186330752
"232",0.0656583266869686
"233",-0.587504125502227
"234",0.544280796837235
"235",0.699987135404138
"236",1.55653108204978
"237",0.127799048466063
"238",-0.889020071836423
"239",0.260998678393733
"240",0.943273432100536
"241",-0.572720675900347
"242",-1.09126798676273
"243",0.233536294210882
"244",-2.45066480705793
"245",-1.58053271665878
"246",-2.39915422325649
"247",-2.12983606788957
"248",-1.21898740032181
"249",-2.39649305716221
"250",-3.9263586749308
"251",-2.87576306098706
"252",-2.22266854571708
"253",-2.46582795392975
"254",-1.70381219146903
"255",-3.23153958122294
"256",-4.60202532013406
"257",-3.11903705155482
"258",-2.53418705750525
"259",-1.61502153699108
"260",-1.60005607426505
"261",-0.505726893143892
"262",0.71628279306583
"263",0.0553640387683423
"264",-0.173775731206671
"265",-0.663963950399841
"266",-0.790475082094003
"267",-1.32704188453139
"268",-0.00871068188708057
"269",0.445951822976944
"270",-1.34223836446692
"271",-1.79025834177293
"272",0.223951293776064
"273",-1.02416272484342
"274",1.42210117906256
"275",-1.04951300896835
"276",-0.74791719542119
"277",-2.1940822580641
"278",-1.89752049907677
"279",-1.36320980796101
"280",-2.33379535593132
"281",-1.7537427203516
"282",-1.09192555021326
"283",-0.656258669981014
"284",-0.639147690310648
"285",-1.60747450874618
"286",-0.323311634969987
"287",0.212496849217388
"288",-1.42759876630647
"289",0.585148967167647
"290",1.08122040041195
"291",1.29185922312322
"292",0.118127340715636
"293",-0.172468400169832
"294",-1.7174143519963
"295",-2.74529793404243
"296",-3.40939980797879
"297",-1.67977056272615
"298",-0.6626552848406
"299",-0.548005682805751
"300",-1.51810630101677
"301",-1.21095018921526
"302",-0.949997452266483
"303",-0.929050894351275
"304",-0.856075087310929
"305",-0.21848852791579
"306",-0.00120479065238788
"307",0.992410561252216
"308",0.249542761553883
"309",-0.730837564870413
"310",1.16888185330733
"311",1.41240787238662
"312",-1.03389161808426
"313",-0.599150859935485
"314",-0.529930860429243
"315",-0.727559814041877
"316",-0.792509621393572
"317",-0.717037624855747
"318",-1.14410319957332
"319",-0.638403744828272
"320",-0.753277914374153
"321",1.05767561085551
"322",-0.704807778886516
"323",0.562158658897963
"324",0.633913297664069
"325",1.14192369480527
"326",0.600096045561717
"327",2.36536503979408
"328",2.17458765240352
"329",1.3083849548364
"330",0.685217471003856
"331",-0.43874514013503
"332",0.206433464101633
"333",0.441410164476159
"334",0.729658951258702
"335",-0.56604226960611
"336",-0.922006292189315
"337",0.695699084581564
"338",0.350340866445249
"339",0.135234316427363
"340",-1.63797579182503
"341",-1.06010240429396
"342",-0.229056219339776
"343",-1.22871835007221
"344",-1.63285501852987
"345",-0.221369101163692
"346",-0.687214500472058
"347",-0.440112800590805
"348",-1.41703108349051
"349",-1.40831732967589
"350",-0.947546628036513
"351",-2.81331177332481
"352",-1.20547248438125
"353",-0.228115940082814
"354",-1.17968863860941
"355",-0.635337344317447
"356",0.56465061721806
"357",1.86357071327368
"358",1.87248149963117
"359",1.3058705507557
"360",-0.307828117080248
"361",0.710769069771061
"362",0.504032879196249
"363",1.2846418365831
"364",0.301439199616194
"365",-0.764003648690273
"366",0.785709642415468
"367",0.482594778530936
"368",2.02521148738016
"369",2.19684097521033
"370",1.86622726505365
"371",1.10098093101531
"372",-0.259403472860921
"373",1.66564489265442
"374",2.05426506342497
"375",1.6557204485148
"376",-0.0465226033888247
"377",0.111428568139538
"378",0.04917542677867
"379",0.205682451392828
"380",-0.455401849307175
"381",-0.126159538406531
"382",0.172233351280533
"383",2.38377910946881
"384",1.29045224352139
"385",1.98820088849272
"386",-0.649707787462107
"387",-0.961637702578976
"388",-0.131810355031397
"389",-0.477696214167913
"390",-1.10839071603164
"391",-0.796562548870467
"392",-1.95232871075892
"393",0.384790864105173
"394",-0.857862929022638
"395",-1.52407574489569
"396",-0.681756187288202
"397",-1.28496467475496
"398",0.301580749725093
"399",1.01273789935345
"400",0.298851697555333
"401",-0.749104233880719
"402",-2.73626467129065
"403",-1.38185487541117
"404",-1.5406667744516
"405",-1.56850991565608
"406",-2.26777618894554
"407",-2.3359800375387
"408",-2.61517908685482
"409",-2.66973377151029
"410",0.119234512872709
"411",-0.149032710805194
"412",-0.896042302556527
"413",0.313733464569599
"414",-1.31471373817742
"415",-0.945877005509096
"416",-1.4241088713557
"417",-0.119984815320267
"418",-0.843755101317996
"419",0.223735478369088
"420",0.906064132609772
"421",0.0978346036440986
"422",2.00377461699285
"423",1.02334263830941
"424",0.0359476783652986
"425",-1.93850756092958
"426",-1.59668387774996
"427",0.96636213621786
"428",1.3206821027179
"429",2.09343998140646
"430",0.5575276980518
"431",0.782522105913451
"432",0.618257207955116
"433",0.23391673312706
"434",-1.46466735697497
"435",-1.50402532806102
"436",-0.292508902588132
"437",0.965257616474249
"438",1.36876453900461
"439",1.58473924326452
"440",1.03004420374334
"441",0.209175489079301
"442",0.0674708251513259
"443",0.608364084279431
"444",-0.0527086501567262
"445",0.712579721597994
"446",0.558490160842413
"447",0.835867879995258
"448",0.476085836189079
"449",0.191319876676678
"450",0.617986951081391
"451",0.341115508547078
"452",1.39041756199694
"453",0.733228873746796
"454",0.909048496764778
"455",0.734341500730932
"456",-0.273560045522663
"457",-0.0803827571814576
"458",-0.0414317990652426
"459",-0.763132524417241
"460",0.477892019894112
"461",0.034291608954587
"462",1.74341534036693
"463",1.38522781301992
"464",2.21277357606971
"465",1.75690366209494
"466",1.89010209411751
"467",0.697254269447425
"468",0.603862955702268
"469",2.06664300185527
"470",2.56392304189901
"471",1.15668275014477
"472",2.53625382710768
"473",0.930417166494419
"474",-0.916101588528429
"475",-0.31409127411656
"476",0.453546579186668
"477",0.228048150300087
"478",-0.535432543324462
"479",-1.47472282514547
"480",-0.510763057384165
"481",-0.4404188367749
"482",1.49673308777348
"483",0.224497626068213
"484",-0.859234611239809
"485",-2.65984303723945
"486",-1.87097825693273
"487",-1.96437960460164
"488",0.109251706756602
"489",0.602824266950817
"490",-0.481882526597744
"491",-0.662246726366031
"492",-0.657353435140088
"493",-0.187264275066883
"494",-0.603927929841143
"495",-0.797300976097148
"496",-1.19782269354441
"497",-1.35283603670203
"498",-2.61259596899032
"499",-4.87299563925613
"500",-4.45975893842967
